-13,0
6,1
-74,2
-99,3
-90,4
-8,5
-48,6
-224,7
-41,8
-27,9
-44,10
15,11
-22,12
-6,13
10,14
18,15
-16,16
3,17
-22,18
21,19
4,20
2,21
-65,22
8,23
15,24
-84,25
-4,26
18,27
-1,28
1,29
-7,30
-1,31
-6,32
10,33
-48,34
-98,35
10,36
18,37
12,38
9,39
15,40
-18,41
0,42
-3,43
10,44
8,45
5,46
3,47
12,48
13,49
-10,50
7,51
-28,52
-10,53
11,54
-1,55
1,56
-5,57
1,58
-1,59
-11,60
10,61
-24,62
13,63
7,64
3,65
14,66
13,67
-17,68
19,69
-12,70
-4,71
14,72
17,73
16,74
18,75
9,76
4,77
12,78
-31,79
15,80
-16,81
-1,82
5,83
11,84
-8,85
-2,86
15,87
6,88
6,89
10,90
16,91
-55,92
16,93
10,94
1,95
10,96
-13,97
-4,98
4,99
9,100
18,101
-2,102
9,103
5,104
-6,105
12,106
7,107
19,108
13,109
5,110
2,111
1,112
13,113
-1,114
6,115
16,116
13,117
-18,118
11,119
4,120
10,121
14,122
17,123
-7,124
16,125
19,126
-3,127
16,128
14,129
11,130
16,131
15,132
-9,133
13,134
-3,135
-2,136
3,137
7,138
10,139
11,140
18,141
10,142
11,143
17,144
2,145
1,146
1,147
12,148
4,149
-9,150
11,151
15,152
5,153
13,154
18,155
16,156
12,157
18,158
12,159
11,160
1,161
-3,162
3,163
16,164
14,165
16,166
-1,167
12,168
3,169
5,170
16,171
15,172
-11,173
6,174
0,175
-7,176
13,177
-5,178
9,179
1,180
10,181
18,182
5,183
8,184
13,185
19,186
-7,187
15,188
1,189
17,190
16,191
4,192
7,193
-4,194
14,195
20,196
10,197
7,198
14,199
16,200
20,201
-2,202
-10,203
8,204
11,205
11,206
5,207
6,208
15,209
8,210
11,211
18,212
2,213
11,214
-4,215
6,216
9,217
-10,218
15,219
14,220
18,221
8,222
11,223
13,224
11,225
18,226
8,227
15,228
16,229
16,230
17,231
8,232
15,233
15,234
8,235
15,236
1,237
18,238
-2,239
8,240
18,241
15,242
20,243
17,244
17,245
-4,246
8,247
9,248
-1,249
12,250
6,251
12,252
-7,253
11,254
16,255
19,256
12,257
9,258
12,259
13,260
4,261
12,262
13,263
-6,264
14,265
15,266
3,267
-13,268
10,269
11,270
7,271
16,272
10,273
2,274
10,275
9,276
14,277
12,278
3,279
10,280
12,281
1,282
-4,283
14,284
13,285
5,286
5,287
15,288
9,289
10,290
18,291
12,292
13,293
18,294
2,295
13,296
1,297
5,298
9,299
4,300
5,301
15,302
9,303
13,304
6,305
1,306
7,307
6,308
-5,309
14,310
12,311
8,312
18,313
17,314
18,315
18,316
11,317
0,318
17,319
14,320
14,321
18,322
10,323
15,324
18,325
17,326
16,327
10,328
0,329
-6,330
5,331
13,332
7,333
12,334
12,335
-5,336
7,337
6,338
16,339
19,340
6,341
6,342
13,343
10,344
11,345
10,346
15,347
14,348
16,349
13,350
16,351
16,352
5,353
12,354
2,355
1,356
9,357
15,358
17,359
4,360
6,361
3,362
-6,363
13,364
18,365
16,366
13,367
4,368
13,369
12,370
10,371
-7,372
-2,373
13,374
11,375
12,376
3,377
5,378
15,379
17,380
16,381
6,382
20,383
14,384
16,385
14,386
13,387
0,388
16,389
14,390
1,391
-5,392
15,393
20,394
12,395
14,396
11,397
12,398
6,399
9,400
15,401
8,402
4,403
17,404
-3,405
-10,406
10,407
